Mes,Nivel,Serie,CostoMensualUSD,CantidadMensual,NumeroMovimientos,NumeroItemsDistintos,NumeroProveedores,CostoPromedioMovimiento,CostoMedianoMovimiento,CostoMaximoMovimiento,MesNumerico,Trimestre,Anio,IndiceTemporal,Lag1,Lag2,Lag3,Lag12,MediaMovil3,MediaMovil6
2025-09,NAVE_CATEGORIA,NAVE_004 | FERRETERIA,297.6,4.0,1.0,1.0,1.0,297.6,297.6,297.6,9,3,2025,34,245.06,42.690000000000005,415.4100000000001,209.18,234.38666666666668,4554.264999999999
2025-10,NAVE_CATEGORIA,NAVE_004 | FERRETERIA,121.0,10.0,4.0,4.0,1.0,30.25,34.5,46.0,10,4,2025,35,297.6,245.06,42.690000000000005,40.12,195.11666666666667,3009.6866666666665
2025-11,NAVE_CATEGORIA,NAVE_004 | FERRETERIA,2008.35,37.0,4.0,4.0,1.0,502.0875,93.6,1809.15,11,4,2025,36,121.0,297.6,245.06,7529.87,221.22,195.775
2025-12,NAVE_CATEGORIA,NAVE_004 | FERRETERIA,274.31999999999994,333.0,10.0,8.0,1.0,27.431999999999995,15.265,115.0,12,4,2025,37,2008.35,121.0,297.6,1184.73,808.9833333333332,521.685
2021-01,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,461.5,2.0,1.0,1.0,1.0,461.5,461.5,461.5,1,1,2021,0,,,,,,
2021-02,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,147.53,1.0,1.0,1.0,1.0,147.53,147.53,147.53,2,1,2021,1,461.5,,,,,
2021-03,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,768.6,39.0,3.0,3.0,2.0,256.2,252.0,360.0,3,1,2021,2,147.53,461.5,,,,
2021-04,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,2938.63,51.0,2.0,2.0,2.0,1469.315,1469.315,2888.63,4,2,2021,3,768.6,147.53,461.5,,459.21000000000004,
2021-05,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,720.0,1.0,1.0,1.0,1.0,720.0,720.0,720.0,5,2,2021,4,2938.63,768.6,147.53,,1284.92,
2021-06,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,3030.09,1.0,1.0,1.0,1.0,3030.09,3030.09,3030.09,6,2,2021,5,720.0,2938.63,768.6,,1475.743333333333,
2021-07,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,6060.18,2.0,1.0,1.0,1.0,6060.18,6060.18,6060.18,7,3,2021,6,3030.09,720.0,2938.63,,2229.5733333333333,1344.3916666666667
2021-09,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,9983.272,42.0,3.0,3.0,1.0,3327.7573333333335,2813.12,5212.296,9,3,2021,7,6060.18,3030.09,720.0,,3270.09,2277.505
2021-12,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,1836.28,8.0,1.0,1.0,1.0,1836.28,1836.28,1836.28,12,4,2021,8,9983.272,6060.18,3030.09,,6357.847333333334,3916.7953333333335
2022-02,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,998.88,36.0,2.0,2.0,1.0,499.44,499.44,630.48,2,1,2022,9,1836.28,9983.272,6060.18,,5959.910666666667,4094.742
2022-03,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,8287.83,84.0,7.0,7.0,3.0,1183.9757142857143,490.5,3047.2,3,1,2022,10,998.88,1836.28,9983.272,,4272.810666666667,3771.4503333333337
2022-04,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,437.04,14.0,6.0,6.0,3.0,72.84,56.88,184.0,4,2,2022,11,8287.83,998.88,1836.28,,3707.6633333333334,5032.7553333333335
2022-06,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,12051.949999999997,161.0,7.0,7.0,4.0,1721.7071428571423,278.32,8441.55,6,2,2022,12,437.04,8287.83,998.88,461.5,3241.25,4600.580333333333
2022-07,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,1057.3200000000002,3.0,2.0,2.0,2.0,528.6600000000001,528.6600000000001,975.32,7,3,2022,13,12051.949999999997,437.04,8287.83,147.53,6925.606666666667,5599.208666666666
2022-08,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,652.26,200.0,1.0,1.0,1.0,652.26,652.26,652.26,8,3,2022,14,1057.3200000000002,12051.949999999997,437.04,768.6,4515.436666666666,4111.55
2022-11,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,1681.9199999999998,32.0,3.0,3.0,2.0,560.64,425.52,892.08,11,4,2022,15,652.26,1057.3200000000002,12051.949999999997,2938.63,4587.176666666665,3914.213333333333
2023-01,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,10936.24,67.0,17.0,17.0,3.0,643.3082352941176,361.7,3210.0,1,1,2023,16,1681.9199999999998,652.26,1057.3200000000002,720.0,1130.5,4028.0533333333333
2023-02,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,207768.25,2.0,2.0,2.0,2.0,103884.125,103884.125,205742.5,2,1,2023,17,10936.24,1681.9199999999998,652.26,3030.09,4423.473333333333,4469.454999999999
2023-03,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,25080.01,93.0,14.0,14.0,3.0,1791.4292857142857,744.2249999999999,7378.94,3,1,2023,18,207768.25,10936.24,1681.9199999999998,6060.18,73462.13666666667,39024.65666666667
2023-04,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,10619.170000000002,23.0,11.0,10.0,4.0,965.3790909090911,159.0,6319.11,4,2,2023,19,25080.01,207768.25,10936.24,9983.272,81261.5,41196.0
2023-05,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,8006.629999999999,335.0,33.0,19.0,3.0,242.6251515151515,110.24,2873.56,5,2,2023,20,10619.170000000002,25080.01,207768.25,1836.28,81155.81,42789.64166666667
2023-08,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,600.0,5.0,1.0,1.0,1.0,600.0,600.0,600.0,8,3,2023,21,8006.629999999999,10619.170000000002,25080.01,998.88,14568.603333333333,44015.37
2023-09,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,72564.78000000001,353.0,21.0,21.0,5.0,3455.465714285715,343.51,48580.71,9,3,2023,22,600.0,8006.629999999999,10619.170000000002,8287.83,6408.600000000001,43835.05000000001
2023-10,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,3292.959999999999,40.0,10.0,10.0,2.0,329.29599999999994,55.11,2304.0,10,4,2023,23,72564.78000000001,600.0,8006.629999999999,437.04,27057.136666666673,54106.473333333335
2023-11,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,3672.0,2.0,1.0,1.0,1.0,3672.0,3672.0,3672.0,11,4,2023,24,3292.959999999999,72564.78000000001,600.0,12051.949999999997,25485.91333333334,20027.258333333335
2023-12,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,15286.199999999999,402.0,94.0,92.0,7.0,162.6191489361702,24.655,2726.4,12,4,2023,25,3672.0,3292.959999999999,72564.78000000001,1057.3200000000002,26509.91333333334,16459.256666666668
2024-02,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,3886.8,310.0,17.0,17.0,1.0,228.63529411764708,53.65,1314.54,2,1,2024,26,15286.199999999999,3672.0,3292.959999999999,652.26,7417.053333333332,17237.095
2025-02,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,75.0,1.0,1.0,1.0,1.0,75.0,75.0,75.0,2,1,2025,27,3886.8,15286.199999999999,3672.0,1681.9199999999998,7615.0,16550.45666666667
2025-04,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,5851.21,2.0,1.0,1.0,1.0,5851.21,5851.21,5851.21,4,2,2025,28,75.0,3886.8,15286.199999999999,10936.24,6416.0,16462.95666666667
2025-05,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,5930.36,15.0,8.0,8.0,1.0,741.295,48.739999999999995,4875.46,5,2,2025,29,5851.21,75.0,3886.8,207768.25,3271.0033333333336,5344.028333333333
2025-06,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,1232.86,3.0,1.0,1.0,1.0,1232.86,1232.86,1232.86,6,2,2025,30,5930.36,5851.21,75.0,25080.01,3952.19,5783.595
2025-08,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,1944.0500000000002,5.0,4.0,4.0,1.0,486.01250000000005,204.105,1449.72,8,3,2025,31,1232.86,5930.36,5851.21,10619.170000000002,4338.143333333333,5377.071666666667
2025-10,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,328.07,11.0,2.0,2.0,1.0,164.035,164.035,310.57,10,4,2025,32,1944.0500000000002,1232.86,5930.36,8006.629999999999,3035.7566666666667,3153.3800000000006
2025-11,NAVE_CATEGORIA,NAVE_004 | REPUESTOS MECANICOS,255.97,2.0,1.0,1.0,1.0,255.97,255.97,255.97,11,4,2025,33,328.07,1944.0500000000002,1232.86,600.0,1168.3266666666666,2560.258333333333
2021-01,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,37920.9,9.0,9.0,2.0,6.0,4213.433333333333,580.0,32349.0,1,1,2021,0,,,,,,
2021-02,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,4540.0,7.0,7.0,3.0,5.0,648.5714285714286,250.0,2200.0,2,1,2021,1,37920.9,,,,,
2021-03,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,13363.02,5.0,5.0,3.0,4.0,2672.6040000000003,300.5,12056.52,3,1,2021,2,4540.0,37920.9,,,,
2021-04,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2044.96,9.0,9.0,2.0,6.0,227.21777777777777,190.0,633.0,4,2,2021,3,13363.02,4540.0,37920.9,,18607.97333333333,
2021-05,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,6728.35,2.0,2.0,2.0,2.0,3364.175,3364.175,6628.35,5,2,2021,4,2044.96,13363.02,4540.0,,6649.326666666667,
2021-06,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3468.71,5.0,5.0,2.0,4.0,693.742,520.0,1634.0,6,2,2021,5,6728.35,2044.96,13363.02,,7378.776666666668,
2021-07,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,6850.0,3.0,3.0,1.0,3.0,2283.3333333333335,950.0,5250.0,7,3,2021,6,3468.71,6728.35,2044.96,,4080.6733333333336,11344.323333333334
2021-08,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2950.14,4.0,4.0,2.0,3.0,737.535,748.0699999999999,1254.0,8,3,2021,7,6850.0,3468.71,6728.35,,5682.3533333333335,6165.84
2021-09,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,17820.71,4.0,4.0,1.0,3.0,4455.1775,2225.0,12116.71,9,3,2021,8,2950.14,6850.0,3468.71,,4422.95,5900.863333333334
2021-10,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,21625.29,8.0,8.0,3.0,4.0,2703.16125,732.615,15327.91,10,4,2021,9,17820.71,2950.14,6850.0,,9206.949999999999,6643.811666666666
2021-11,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,9346.86,4.0,4.0,2.0,3.0,2336.715,876.6,7383.0,11,4,2021,10,21625.29,17820.71,2950.14,,14132.046666666667,9907.199999999999
2021-12,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1703.49,2.0,2.0,1.0,2.0,851.745,851.745,1403.49,12,4,2021,11,9346.86,21625.29,17820.71,,16264.286666666667,10343.618333333334
2022-01,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,84357.18000000001,7.0,7.0,2.0,4.0,12051.025714285715,1060.0,61233.1,1,1,2022,12,1703.49,9346.86,21625.29,37920.9,10891.880000000001,10049.414999999999
2022-02,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1230.0,3.0,3.0,2.0,3.0,410.0,200.0,850.0,2,1,2022,13,84357.18000000001,1703.49,9346.86,4540.0,31802.510000000006,22967.278333333335
2022-03,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1240.46,5.0,5.0,3.0,5.0,248.092,160.0,770.0,3,1,2022,14,1230.0,84357.18000000001,1703.49,13363.02,29096.890000000003,22680.588333333333
2022-04,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,10404.18,5.0,5.0,2.0,2.0,2080.8360000000002,1250.0,4525.0,4,2,2022,15,1240.46,1230.0,84357.18000000001,2044.96,28942.546666666673,19917.213333333337
2022-05,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,19315.5,9.0,7.0,3.0,6.0,2759.3571428571427,750.0,8228.25,5,2,2022,16,10404.18,1240.46,1230.0,6728.35,4291.546666666666,18047.028333333335
2022-06,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,6970.0,6.0,6.0,1.0,2.0,1161.6666666666667,1187.5,1945.0,6,2,2022,17,19315.5,10404.18,1240.46,3468.71,10320.046666666667,19708.468333333334
2022-07,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,763.1400000000001,7.0,7.0,3.0,5.0,109.02000000000001,60.5,250.0,7,3,2022,18,6970.0,19315.5,10404.18,6850.0,12229.893333333333,20586.22
2022-08,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,870.5,4.0,4.0,2.0,3.0,217.625,165.25,450.0,8,3,2022,19,763.1400000000001,6970.0,19315.5,2950.14,9016.213333333333,6653.88
2022-09,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,4658.32,5.0,5.0,1.0,4.0,931.664,700.0,1644.16,9,3,2022,20,870.5,763.1400000000001,6970.0,17820.71,2867.8799999999997,6593.963333333333
2022-10,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,6805.0,7.0,7.0,2.0,3.0,972.1428571428571,700.0,2265.0,10,4,2022,21,4658.32,870.5,763.1400000000001,21625.29,2097.32,7163.606666666667
2022-11,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,750.0,1.0,1.0,1.0,1.0,750.0,750.0,750.0,11,4,2022,22,6805.0,4658.32,870.5,9346.86,4111.2733333333335,6563.743333333333
2022-12,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,340.0,2.0,2.0,1.0,2.0,170.0,170.0,300.0,12,4,2022,23,750.0,6805.0,4658.32,1703.49,4071.1066666666666,3469.4933333333333
2023-01,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2227.0,5.0,5.0,2.0,5.0,445.4,287.0,1360.0,1,1,2023,24,340.0,750.0,6805.0,84357.18000000001,2631.6666666666665,2364.4933333333333
2023-02,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,4302.45,3.0,3.0,2.0,3.0,1434.1499999999999,280.0,3995.99,2,1,2023,25,2227.0,340.0,750.0,1230.0,1105.6666666666667,2608.47
2023-03,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,9516.23,9.0,9.0,2.0,6.0,1057.358888888889,384.66,3721.41,3,1,2023,26,4302.45,2227.0,340.0,1240.46,2289.8166666666666,3180.4616666666666
2023-04,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,4018.5499999999997,5.0,5.0,3.0,4.0,803.7099999999999,850.0,1751.78,4,2,2023,27,9516.23,4302.45,2227.0,10404.18,5348.56,3990.1133333333332
2023-05,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,19288.38,14.0,14.0,2.0,5.0,1377.7414285714287,327.5,12031.0,5,2,2023,28,4018.5499999999997,9516.23,4302.45,19315.5,5945.743333333333,3525.705
2023-06,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,15401.890000000001,7.0,7.0,3.0,5.0,2200.27,1563.86,6758.83,6,2,2023,29,19288.38,4018.5499999999997,9516.23,6970.0,10941.053333333335,6615.435
2023-07,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,643.96,3.0,3.0,2.0,3.0,214.65333333333334,113.5,504.0,7,3,2023,30,15401.890000000001,19288.38,4018.5499999999997,763.1400000000001,12902.94,9125.75
2023-08,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1814.55,8.0,8.0,2.0,6.0,226.81875,152.245,850.0,8,3,2023,31,643.96,15401.890000000001,19288.38,870.5,11778.076666666666,8861.91
2023-09,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,9174.3,11.0,11.0,2.0,6.0,834.0272727272727,260.0,4660.0,9,3,2023,32,1814.55,643.96,15401.890000000001,4658.32,5953.466666666667,8447.26
2023-10,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3835.0,2.0,2.0,1.0,2.0,1917.5,1917.5,3135.0,10,4,2023,33,9174.3,1814.55,643.96,6805.0,3877.603333333333,8390.271666666667
2023-11,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,44381.8,19.0,19.0,1.0,6.0,2335.884210526316,1820.0,6800.0,11,4,2023,34,3835.0,9174.3,1814.55,750.0,4941.283333333333,8359.68
2023-12,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,227617.76,40.0,40.0,2.0,13.0,5690.444,186.0,130476.47,12,4,2023,35,44381.8,3835.0,9174.3,340.0,19130.36666666667,12541.916666666666
2024-01,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,50214.98,14.0,14.0,1.0,9.0,3586.784285714286,3320.0,9800.0,1,1,2024,36,227617.76,44381.8,3835.0,2227.0,91944.85333333333,47911.22833333333
2024-02,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,176795.05,21.0,21.0,1.0,10.0,8418.811904761904,1604.7,108414.99,2,1,2024,37,50214.98,227617.76,44381.8,4302.45,107404.84666666666,56173.064999999995
2024-03,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,27785.170000000002,8.0,8.0,1.0,6.0,3473.1462500000002,613.62,23981.53,3,1,2024,38,176795.05,50214.98,227617.76,9516.23,151542.59666666668,85336.48166666667
2024-04,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1045.56,2.0,2.0,1.0,2.0,522.78,522.78,715.12,4,2,2024,39,27785.170000000002,176795.05,50214.98,4018.5499999999997,84931.73333333334,88438.29333333333
2024-05,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3234.85,2.0,2.0,1.0,2.0,1617.425,1617.425,2444.85,5,2,2024,40,1045.56,27785.170000000002,176795.05,19288.38,68541.92666666667,87973.38666666666
2024-06,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2321.56,3.0,3.0,1.0,3.0,773.8533333333334,971.56,1150.0,6,2,2024,41,3234.85,1045.56,27785.170000000002,15401.890000000001,10688.526666666667,81115.56166666666
2024-07,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,8008.110000000001,6.0,6.0,1.0,6.0,1334.6850000000002,1008.0,3417.11,7,3,2024,42,2321.56,3234.85,1045.56,643.96,2200.6566666666663,43566.195
2024-08,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2536.96,3.0,3.0,1.0,2.0,845.6533333333333,1248.48,1248.48,8,3,2024,43,8008.110000000001,2321.56,3234.85,1814.55,4521.506666666667,36531.71666666667
2024-09,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3224.0,2.0,2.0,1.0,2.0,1612.0,1612.0,2780.0,9,3,2024,44,2536.96,8008.110000000001,2321.56,9174.3,4288.876666666667,7488.701666666667
2024-10,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1710.0,2.0,2.0,1.0,1.0,855.0,855.0,950.0,10,4,2024,45,3224.0,2536.96,8008.110000000001,3835.0,4589.69,3395.1733333333336
2024-11,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,10997.84,3.0,3.0,1.0,3.0,3665.9466666666667,3887.24,6610.6,11,4,2024,46,1710.0,3224.0,2536.96,44381.8,2490.32,3505.9133333333334
2024-12,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,9676.64,9.0,9.0,1.0,9.0,1075.1822222222222,787.56,2618.0,12,4,2024,47,10997.84,1710.0,3224.0,227617.76,5310.613333333334,4799.745
2025-01,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,7720.0,5.0,5.0,1.0,4.0,1544.0,1200.0,3285.0,1,1,2025,48,9676.64,10997.84,1710.0,50214.98,7461.493333333333,6025.591666666667
2025-02,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1500.0,3.0,3.0,1.0,3.0,500.0,470.0,930.0,2,1,2025,49,7720.0,9676.64,10997.84,176795.05,9464.826666666666,5977.573333333334
2025-03,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2104.2,4.0,4.0,1.0,4.0,526.05,562.1,900.0,3,1,2025,50,1500.0,7720.0,9676.64,27785.170000000002,6298.88,5804.746666666666
2025-04,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,429.2,2.0,2.0,1.0,2.0,214.6,214.6,354.46,4,2,2025,51,2104.2,1500.0,7720.0,1045.56,3774.7333333333336,5618.113333333334
2025-05,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3705.0,3.0,3.0,1.0,3.0,1235.0,1150.0,2205.0,5,2,2025,52,429.2,2104.2,1500.0,3234.85,1344.4666666666665,5404.6466666666665
2025-06,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,10707.75,18.0,11.0,2.0,7.0,973.4318181818181,787.56,2850.0,6,2,2025,53,3705.0,429.2,2104.2,2321.56,2079.4666666666667,4189.173333333333
2025-07,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,6411.570000000001,59.0,5.0,2.0,5.0,1282.314,870.0,2419.02,7,3,2025,54,10707.75,3705.0,429.2,8008.110000000001,4947.316666666667,4361.025000000001
2025-08,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,795.0,2.0,2.0,1.0,2.0,397.5,397.5,700.0,8,3,2025,55,6411.570000000001,10707.75,3705.0,2536.96,6941.44,4142.953333333334
2025-09,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,3662.0,3.0,3.0,3.0,3.0,1220.6666666666667,1500.0,1500.0,9,3,2025,56,795.0,6411.570000000001,10707.75,3224.0,5971.44,4025.4533333333334
2025-10,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1915.45,5.0,5.0,3.0,4.0,383.09000000000003,300.0,700.0,10,4,2025,57,3662.0,795.0,6411.570000000001,1710.0,3622.8566666666666,4285.086666666667
2025-11,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,1422.2,3.0,3.0,1.0,2.0,474.06666666666666,559.36,802.84,11,4,2025,58,1915.45,3662.0,795.0,10997.84,2124.15,4532.795
2025-12,NAVE_CATEGORIA,NAVE_004 | SERVICIOS DE MANTENIMIENTO,2763.91,2.0,2.0,1.0,1.0,1381.955,1381.955,2303.04,12,4,2025,59,1422.2,1915.45,3662.0,9676.64,2333.2166666666667,4152.328333333334
2021-01,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,85.5,9.0,1.0,1.0,1.0,85.5,85.5,85.5,1,1,2021,0,,,,,,
2021-02,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,808.0,17.0,4.0,4.0,3.0,202.0,185.75,399.0,2,1,2021,1,85.5,,,,,
2021-03,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,1234.2700000000002,103.0,18.0,18.0,3.0,68.57055555555557,26.1,464.0,3,1,2021,2,808.0,85.5,,,,
2021-04,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,792.87,4.0,2.0,1.0,2.0,396.435,396.435,642.87,4,2,2021,3,1234.2700000000002,808.0,85.5,,709.2566666666668,
2021-05,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,640.37,68.0,9.0,9.0,3.0,71.15222222222222,53.87,255.0,5,2,2021,4,792.87,1234.2700000000002,808.0,,945.0466666666667,
2021-08,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,127.0,1.0,1.0,1.0,1.0,127.0,127.0,127.0,8,3,2021,5,640.37,792.87,1234.2700000000002,,889.1700000000001,
2021-09,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,49.589999999999996,28.0,6.0,6.0,1.0,8.264999999999999,6.625,19.1,9,3,2021,6,127.0,640.37,792.87,,520.08,614.6683333333334
2021-10,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,304.0,9.0,3.0,3.0,2.0,101.33333333333333,6.0,295.0,10,4,2021,7,49.589999999999996,127.0,640.37,,272.32,608.6833333333334
2021-11,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,654.4,23.0,7.0,7.0,2.0,93.48571428571428,10.5,602.9,11,4,2021,8,304.0,49.589999999999996,127.0,,160.19666666666666,524.6833333333334
2021-12,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,2138.04,278.0,36.0,32.0,8.0,59.39,31.25,294.0,12,4,2021,9,654.4,304.0,49.589999999999996,,335.99666666666667,428.03833333333336
2022-01,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,20.25,3.0,1.0,1.0,1.0,20.25,20.25,20.25,1,1,2022,10,2138.04,654.4,304.0,,1032.1466666666668,652.2333333333333
2022-02,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,294.14,27.0,2.0,2.0,1.0,147.07,147.07,154.0,2,1,2022,11,20.25,2138.04,654.4,,937.5633333333334,548.88
2022-03,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,553.7399999999999,188.0,29.0,29.0,1.0,19.094482758620686,6.74,164.24,3,1,2022,12,294.14,20.25,2138.04,85.5,817.4766666666666,576.7366666666666
2022-05,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,812.6199999999999,284.43,13.0,13.0,4.0,62.50923076923076,21.56,230.0,5,2,2022,13,553.7399999999999,294.14,20.25,808.0,289.3766666666666,660.7616666666667
2022-06,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,2949.4600000000005,60.0,18.0,18.0,5.0,163.8588888888889,12.0,1873.22,6,2,2022,14,812.6199999999999,553.7399999999999,294.14,1234.2700000000002,553.4999999999999,745.5316666666666
2022-07,NAVE_CATEGORIA,NAVE_005 | FERRETERIA,737.3,42.0,8.0,8.0,3.0,92.1625,63.07,380.0,7,3,2022,15,2949.4600000000005,812.6199999999999,553.7399999999999,792.87,1438.6066666666666,1128.0416666666667
