ItemAnonimo,MesesObservados,MesesConDemandaPositiva,ProporcionCeros,DemandaMediaPositiva,VarianzaDemandaPositiva,ADI,CV2,Clasificacion,Elegible,MotivoNoElegibilidad,CostoTotalUSD
ITEM_3193,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.71
ITEM_3194,1,1,0.9833,40.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.6
ITEM_3195,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.6
ITEM_3196,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.6
ITEM_3197,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.6
ITEM_3198,1,1,0.9833,60.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",138.15
ITEM_3199,6,6,0.9,1.5,0.7,6.8,0.3111,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",221.54
ITEM_3200,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",73.47
ITEM_3201,15,15,0.75,19.4,84.6857,3.2143,0.225,Intermitente,True,,255.43
ITEM_3202,3,3,0.95,3.3333,4.3333,4.5,0.39,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",146.79
ITEM_3203,2,2,0.9667,3.0,8.0,27.0,0.8889,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",84.94
ITEM_3204,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.9
ITEM_3205,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.56
ITEM_3206,2,2,0.9667,6.5,24.5,19.0,0.5799,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",102.89
ITEM_3207,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.48
ITEM_3208,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.45
ITEM_3209,2,2,0.9667,7.0,2.0,9.0,0.0408,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",110.69
ITEM_3210,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",144.14
ITEM_3211,2,2,0.9667,24.0,0.0,7.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",91.2
ITEM_3212,2,2,0.9667,24.0,0.0,7.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",91.2
ITEM_3213,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.0
ITEM_3214,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",72.0
ITEM_3215,2,2,0.9667,1.0,0.0,12.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",128.0
ITEM_3217,3,3,0.95,48.3333,2058.3333,16.0,0.8811,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",123.7
ITEM_3218,3,3,0.95,7.0,19.0,9.0,0.3878,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",148.75
ITEM_3219,4,4,0.9333,10.75,48.25,10.0,0.4175,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",148.51
ITEM_3220,26,26,0.5667,12.7308,106.6846,2.36,0.6583,Lumpy,True,,1049.8
ITEM_3221,3,3,0.95,12.6667,41.3333,12.0,0.2576,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",143.6
ITEM_3222,4,4,0.9333,1.25,0.25,5.3333,0.16,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",196.81
ITEM_3223,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.78
ITEM_3224,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",143.48
ITEM_3225,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",143.36
ITEM_3227,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.43
ITEM_3228,1,1,0.9833,11.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",107.0
ITEM_3229,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.38
ITEM_3230,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.25
ITEM_3231,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.05
ITEM_3232,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",71.05
ITEM_3234,1,1,0.9833,40.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.88
ITEM_3235,5,5,0.9167,380.2,166860.2,6.25,1.1543,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",115.65
ITEM_3236,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.8
ITEM_3238,1,1,0.9833,1500.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.5
ITEM_3240,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.29
ITEM_3241,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.2
ITEM_3242,2,2,0.9667,9.5,60.5,3.0,0.6704,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",85.32
ITEM_3243,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",105.0
ITEM_3244,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.0
ITEM_3245,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.0
ITEM_3246,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",70.0
ITEM_3247,18,18,0.7,12.7222,63.3889,2.9412,0.3916,Intermitente,True,,414.61
ITEM_3248,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.6
ITEM_3249,2,2,0.9667,10.0,0.0,9.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",119.5
ITEM_3250,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.44
ITEM_3252,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.19
ITEM_3253,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.06
ITEM_3254,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.0
ITEM_3255,1,1,0.9833,150.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",69.0
ITEM_3256,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",68.9
ITEM_3259,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",68.79
ITEM_3260,1,1,0.9833,34.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",130.41
ITEM_3261,3,3,0.95,4.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",153.16
ITEM_3262,3,3,0.95,12.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",165.72
ITEM_3263,2,2,0.9667,1.0,0.0,5.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",126.92
ITEM_3264,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",68.3
ITEM_3265,1,1,0.9833,5.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",68.27
ITEM_3266,10,10,0.8333,22.2,240.1778,6.6667,0.4873,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",271.25
ITEM_3267,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",68.0
ITEM_3268,2,2,0.9667,2.5,4.5,16.0,0.72,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",88.0
ITEM_3269,2,2,0.9667,8.5,4.5,3.0,0.0623,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",118.5
ITEM_3270,3,3,0.95,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",149.29
ITEM_3271,2,2,0.9667,15.0,50.0,3.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",101.6
ITEM_3272,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",67.58
ITEM_3273,7,7,0.8833,10.2857,15.5714,6.3333,0.1472,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",392.38
ITEM_3274,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",67.3
ITEM_3275,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",67.3
ITEM_3276,7,7,0.8833,3.7143,0.9048,6.3333,0.0656,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",271.62
ITEM_3277,2,2,0.9667,3.0,0.0,12.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",118.82
ITEM_3278,1,1,0.9833,48.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",67.2
ITEM_3279,2,2,0.9667,9.0,18.0,29.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",111.66
ITEM_3280,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.85
ITEM_3281,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.84
ITEM_3282,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.75
ITEM_3283,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.53
ITEM_3285,11,11,0.8167,218.1818,15636.3636,4.3,0.3285,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",371.25
ITEM_3286,2,2,0.9667,1.5,0.5,8.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",106.14
ITEM_3287,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.2
ITEM_3289,9,9,0.85,1.3333,0.25,4.375,0.1406,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",257.75
ITEM_3290,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",66.0
ITEM_3291,5,5,0.9167,20.2,826.2,5.0,2.0248,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",255.7
ITEM_3292,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",65.76
ITEM_3293,2,2,0.9667,7.0,50.0,18.0,1.0204,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",78.54
ITEM_3294,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",65.58
ITEM_3296,2,2,0.9667,162.0,38088.0,19.0,1.4513,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",82.2
ITEM_3297,27,27,0.55,18.2593,221.9687,2.3077,0.6658,Lumpy,True,,795.76
ITEM_3300,8,8,0.8667,4.375,12.2679,4.8571,0.6409,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",291.59
ITEM_3302,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",65.0
ITEM_3303,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.95
ITEM_3305,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",129.73
ITEM_3306,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.6
ITEM_3307,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.42
ITEM_3308,1,1,0.9833,536.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.32
ITEM_3309,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.31
ITEM_3310,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.31
ITEM_3311,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.31
ITEM_3313,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",128.43
ITEM_3314,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",128.43
ITEM_3315,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",128.43
ITEM_3316,1,1,0.9833,24.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",128.43
ITEM_3317,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.2
ITEM_3318,1,1,0.9833,11.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.14
ITEM_3319,1,1,0.9833,7.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",116.59
ITEM_3320,3,3,0.95,40.6667,1.3333,4.0,0.0008,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",172.9
ITEM_3321,1,1,0.9833,16.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.0
ITEM_3322,1,1,0.9833,16.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.0
ITEM_3323,2,2,0.9667,2.0,0.0,29.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",123.0
ITEM_3324,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",64.0
ITEM_3326,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.96
ITEM_3327,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.86
ITEM_3328,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.86
ITEM_3329,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.84
ITEM_3330,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.75
ITEM_3331,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.48
ITEM_3332,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.41
ITEM_3333,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",125.48
ITEM_3334,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.04
ITEM_3335,13,13,0.7833,3.6923,6.5641,5.9167,0.4815,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",592.29
ITEM_3336,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",63.0
ITEM_3337,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",62.91
ITEM_3338,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",62.85
ITEM_3339,23,23,0.6167,11.2174,66.9051,2.5909,0.5317,Lumpy,True,,713.2
ITEM_3340,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",62.76
ITEM_3341,2,2,0.9667,5.0,0.0,14.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",90.5
ITEM_3342,3,3,0.95,20.0,148.0,10.5,0.37,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",160.96
ITEM_3343,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",62.72
ITEM_3344,11,11,0.8167,273.0,46079.0,4.2,0.6183,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",147.87
