FechaCont,ProveedorAnonimo,ItemAnonimo,ItemCode,Quantity,PrecioUnitario,SubTotal,NaveAnonima,Tipo,ParteTecnica,CostoCalculado,ClasificacionDiferenciaMonetaria,EsItemElegibleIndividual
2023-08-01,PROV_396,ITEM_2592,P001080,12.0,7.5,90.0,NAVE_007,BUQUE,FERRETERIA,90.0,Coincidencia exacta,True
2023-08-09,PROV_423,ITEM_1848,P006357,3.0,30.0,90.0,NAVE_007,BUQUE,FERRETERIA,90.0,Coincidencia exacta,False
2023-09-04,PROV_396,ITEM_0749,P000807,36.0,2.5,90.0,NAVE_008,BUQUE,FERRETERIA,90.0,Coincidencia exacta,True
2023-09-13,PROV_258,ITEM_3030,P001364,20.0,4.5,90.0,NAVE_001,BUQUE,FERRETERIA,90.0,Coincidencia exacta,True
2023-11-15,PROV_354,ITEM_1743,P001569,10.0,9.0,90.0,NAVE_004,REMOLCADOR,FERRETERIA,90.0,Coincidencia exacta,True
2025-02-01,PROV_190,ITEM_0000,PS00006,1.0,,90.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-02-01,PROV_400,ITEM_0000,PS00006,1.0,,90.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-02-01,PROV_190,ITEM_0000,PS00006,1.0,,90.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-07-01,PROV_086,ITEM_0000,PS00006,1.0,,90.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-07-01,PROV_414,ITEM_1467,P004153,20.0,,90.0,NAVE_008,BUQUE,FERRETERIA,,No evaluable,True
2024-09-04,PROV_168,ITEM_3031,301676,1.0,,90.0,NAVE_002,BUQUE,FERRETERIA,,No evaluable,True
2024-03-18,PROV_234,ITEM_0000,PS00006,1.0,,90.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-07-18,PROV_006,ITEM_0000,PS00006,1.0,,90.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-09-23,PROV_006,ITEM_0000,PS00006,1.0,,90.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-04-09,PROV_484,ITEM_3032,304024,20.0,,90.0,NAVE_005,REMOLCADORES,REPUESTOS ELECTRICOS,,No evaluable,True
2024-09-09,PROV_212,ITEM_0000,PS00006,1.0,,90.0,NAVE_005,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-07-01,PROV_012,ITEM_3033,900104,10.0,,89.9,NAVE_004,REMOLCADOR,FILTROS,,No evaluable,True
2023-07-31,PROV_010,ITEM_2628,P005972,2.0,42.0,89.88,NAVE_001,BUQUE,REPUESTOS MECANICOS,84.0,Diferencia material,True
2024-04-15,PROV_273,ITEM_1585,301118,20.0,,89.88,NAVE_005,REMOLCADORES,REPUESTOS MECANICOS,,No evaluable,True
2022-02-15,PROV_079,ITEM_1838,P000623,12.0,7.48,89.76,NAVE_002,BUQUE,FILTROS,89.76,Coincidencia exacta,True
2023-07-25,PROV_251,ITEM_2581,P002262,7.0,12.82,89.74,NAVE_007,BUQUE,FERRETERIA,89.74000000000001,Coincidencia exacta,True
2021-12-01,PROV_198,ITEM_1528,P001008,5.0,17.941,89.71,NAVE_005,REMOLCADOR,FERRETERIA,89.705,Coincidencia exacta,True
2022-03-10,PROV_352,ITEM_1204,P000647,2.0,44.81,89.62,NAVE_011,BUQUE,FERRETERIA,89.62,Coincidencia exacta,True
2021-02-05,PROV_177,ITEM_2335,P000596,5.0,17.92,89.6,NAVE_001,BUQUE,QUIMICOS,89.60000000000001,Coincidencia exacta,True
2022-01-06,PROV_352,ITEM_2177,P003680,10.0,8.96,89.6,NAVE_002,BUQUE,FERRETERIA,89.60000000000001,Coincidencia exacta,True
2023-10-09,PROV_200,ITEM_3034,P003836,4.0,22.4,89.6,NAVE_001,BUQUE,REPUESTOS MECANICOS,89.6,Coincidencia exacta,False
2025-08-01,PROV_125,ITEM_0000,PS00006,1.0,,89.52,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-02-01,PROV_352,ITEM_1466,P002306,12.0,7.45,89.4,NAVE_013,REMOLCADOR,FERRETERIA,89.4,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_3035,305640,2.0,,89.34,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2021-05-04,PROV_198,ITEM_3010,P000830,1.0,89.32,89.32,NAVE_002,BUQUE,FERRETERIA,89.32,Coincidencia exacta,True
2022-12-06,PROV_366,ITEM_1672,P000316,50.0,1.7864,89.32,NAVE_002,BUQUE,FERRETERIA,89.32,Coincidencia exacta,True
2021-09-15,PROV_085,ITEM_2614,P001731,30.0,2.977,89.31,NAVE_008,BUQUE,FERRETERIA,89.31,Coincidencia exacta,True
2022-07-01,PROV_029,ITEM_0002,PS00009,1.0,89.29,89.29,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,89.29,Coincidencia exacta,True
2021-11-15,PROV_478,ITEM_1963,P000376,4.0,22.32,89.28,NAVE_008,BUQUE,FERRETERIA,89.28,Coincidencia exacta,True
2022-05-03,PROV_478,ITEM_1963,P000376,4.0,22.32,89.28,NAVE_001,BUQUE,FERRETERIA,89.28,Coincidencia exacta,True
2021-07-02,PROV_375,ITEM_1574,P005461,15.0,5.95,89.25,NAVE_010,REMOLCADOR,FILTROS,89.25,Coincidencia exacta,True
2022-04-13,PROV_352,ITEM_2877,P000776,15.0,5.95,89.25,NAVE_001,BUQUE,FERRETERIA,89.25,Coincidencia exacta,True
2022-05-24,PROV_025,ITEM_3036,P004789,2.0,41.7,89.238,NAVE_001,BUQUE,REPUESTOS MECANICOS,83.4,Diferencia material,True
2022-05-24,PROV_025,ITEM_3037,P004790,2.0,41.7,89.238,NAVE_001,BUQUE,REPUESTOS MECANICOS,83.4,Diferencia material,True
2022-05-24,PROV_025,ITEM_3038,P004791,2.0,41.7,89.238,NAVE_001,BUQUE,REPUESTOS MECANICOS,83.4,Diferencia material,True
2022-06-23,PROV_021,ITEM_3039,P006918,2.0,42.465,89.18,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,84.93,Diferencia menor,True
2023-06-22,PROV_202,ITEM_0002,PS00009,1.0,89.1,89.1,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,89.1,Coincidencia exacta,True
2025-04-01,PROV_012,ITEM_3040,304972,4.0,,89.04,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,,No evaluable,True
2025-08-01,PROV_012,ITEM_3041,302814,1.0,,89.03,NAVE_007,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2025-08-01,PROV_012,ITEM_3041,302814,1.0,,89.03,NAVE_007,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2023-05-08,PROV_354,ITEM_2979,P000250,1.0,89.0,89.0,NAVE_008,BUQUE,FERRETERIA,89.0,Coincidencia exacta,True
2023-09-20,PROV_423,ITEM_2392,P002211,10.0,8.9,89.0,NAVE_011,BUQUE,FERRETERIA,89.0,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_3042,301470,5.0,,88.98,NAVE_012,BUQUE,FERRETERIA,,No evaluable,True
2022-09-01,PROV_366,ITEM_1672,P000316,50.0,1.77844,88.921978,NAVE_008,BUQUE,FERRETERIA,88.922,Coincidencia exacta,True
2025-05-01,PROV_012,ITEM_1137,P005150,3.0,,88.78,NAVE_013,REMOLCADOR,FILTROS,,No evaluable,True
2023-11-01,PROV_085,ITEM_3043,P001709,2.0,44.36,88.72,NAVE_011,BUQUE,FERRETERIA,88.72,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_0959,P000620,2.0,44.34,88.68,NAVE_007,BUQUE,QUIMICOS,88.68,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_0959,P000620,2.0,44.34,88.68,NAVE_001,BUQUE,QUIMICOS,88.68,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_0959,P000620,2.0,44.34,88.68,NAVE_008,BUQUE,QUIMICOS,88.68,Coincidencia exacta,True
2022-02-09,PROV_177,ITEM_0959,P000620,2.0,44.34,88.68,NAVE_002,BUQUE,QUIMICOS,88.68,Coincidencia exacta,True
2023-02-07,PROV_444,ITEM_0959,P000620,2.0,44.34,88.68,NAVE_013,REMOLCADOR,QUIMICOS,88.68,Coincidencia exacta,True
2022-10-28,PROV_100,ITEM_0933,P005791,16.0,5.54,88.64,NAVE_007,BUQUE,REPUESTOS MECANICOS,88.64,Coincidencia exacta,False
2021-04-07,PROV_044,ITEM_3044,P000795,4.0,22.15,88.6,NAVE_011,BUQUE,FERRETERIA,88.6,Coincidencia exacta,True
2023-02-10,PROV_352,ITEM_1860,P002370,1.0,88.6,88.6,NAVE_013,REMOLCADOR,FERRETERIA,88.6,Coincidencia exacta,True
2021-11-04,PROV_313,ITEM_1778,P000441,5.0,17.716,88.58,NAVE_008,BUQUE,FERRETERIA,88.58000000000001,Coincidencia exacta,True
2021-05-19,PROV_350,ITEM_0000,PS00006,1.0,88.5,88.5,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,88.5,Coincidencia exacta,True
2024-10-24,PROV_012,ITEM_3045,304788,1.0,,88.48,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2023-10-04,PROV_198,ITEM_3010,P000830,1.0,88.31,88.31,NAVE_008,BUQUE,FERRETERIA,88.31,Coincidencia exacta,True
2023-11-22,PROV_313,ITEM_3046,P002156,20.0,4.4115,88.23,NAVE_002,BUQUE,FERRETERIA,88.23,Coincidencia exacta,True
2023-10-03,PROV_328,ITEM_2642,P000642,2.0,44.1,88.2,NAVE_008,BUQUE,FERRETERIA,88.2,Coincidencia exacta,True
2023-10-03,PROV_328,ITEM_2641,P000641,2.0,44.1,88.2,NAVE_008,BUQUE,FERRETERIA,88.2,Coincidencia exacta,True
2022-02-03,PROV_024,ITEM_3047,P006411,2.0,44.08,88.16,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,88.16,Coincidencia exacta,True
2023-01-03,PROV_029,ITEM_0002,PS00009,1.0,88.13,88.13,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,88.13,Coincidencia exacta,True
2021-04-20,PROV_354,ITEM_3048,P004751,11.0,8.0,88.0,NAVE_002,BUQUE,FERRETERIA,88.0,Coincidencia exacta,True
2021-12-01,PROV_439,ITEM_3049,P004947,1.0,88.0,88.0,NAVE_005,REMOLCADOR,ACEITE,88.0,Coincidencia exacta,True
2022-05-18,PROV_366,ITEM_3050,P004855,20.0,4.4,88.0,NAVE_005,REMOLCADOR,FERRETERIA,88.0,Coincidencia exacta,True
2023-09-04,PROV_258,ITEM_3051,P000408,4.0,22.0,88.0,NAVE_008,BUQUE,FERRETERIA,88.0,Coincidencia exacta,True
2025-06-01,PROV_012,ITEM_1808,301070,1.0,,88.0,NAVE_006,REMOLCADOR,REPUESTOS ELECTRICOS,,No evaluable,True
2025-06-01,PROV_012,ITEM_0368,P005880,5.0,,88.0,NAVE_005,REMOLCADOR,REPUESTOS ELECTRICOS,,No evaluable,True
2025-08-01,PROV_012,ITEM_2787,301231,4.0,,87.93,NAVE_012,BUQUE,FERRETERIA,,No evaluable,True
2025-07-01,PROV_435,ITEM_3052,301530,120.0,,87.87,NAVE_008,BUQUE,FERRETERIA,,No evaluable,True
2022-10-18,PROV_397,ITEM_0006,P005737,3.0,29.2679,87.8037,NAVE_007,BUQUE,FERRETERIA,87.8037,Coincidencia exacta,False
2023-05-08,PROV_296,ITEM_2621,P001728,24.0,3.658333,87.8,NAVE_008,BUQUE,FERRETERIA,87.799992,Coincidencia exacta,True
2021-08-02,PROV_198,ITEM_1466,P002306,12.0,7.315,87.78,NAVE_011,BUQUE,FERRETERIA,87.78,Coincidencia exacta,True
2023-02-03,PROV_198,ITEM_3053,P001187,12.0,7.315,87.78,NAVE_002,BUQUE,FERRETERIA,87.78,Coincidencia exacta,True
2022-06-23,PROV_021,ITEM_2946,P006919,2.0,41.765,87.71,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,83.53,Diferencia menor,True
2021-08-02,PROV_376,ITEM_0162,P005216,8.0,10.95192,87.61536,NAVE_008,BUQUE,REPUESTOS MECANICOS,87.61536,Coincidencia exacta,False
2023-03-15,PROV_034,ITEM_2537,P006712,2.0,43.8,87.6,NAVE_010,REMOLCADOR,REPUESTOS MECANICOS,87.6,Coincidencia exacta,True
2023-05-09,PROV_034,ITEM_2537,P006712,2.0,43.8,87.6,NAVE_010,REMOLCADOR,REPUESTOS MECANICOS,87.6,Coincidencia exacta,True
2021-02-01,PROV_350,ITEM_3054,P004367,350.0,0.25,87.5,NAVE_002,BUQUE,FERRETERIA,87.5,Coincidencia exacta,True
2021-05-13,PROV_396,ITEM_0918,P000715,7.0,12.5,87.5,NAVE_002,BUQUE,FERRETERIA,87.5,Coincidencia exacta,True
2021-08-13,PROV_068,ITEM_3055,P006154,1.0,87.3326,87.33,NAVE_011,BUQUE,REPUESTOS MECANICOS,87.3326,Coincidencia exacta,False
2022-06-17,PROV_352,ITEM_3010,P000830,1.0,87.32,87.32,NAVE_011,BUQUE,FERRETERIA,87.32,Coincidencia exacta,True
2023-07-31,PROV_010,ITEM_3006,P003872,24.0,3.4,87.312,NAVE_001,BUQUE,REPUESTOS MECANICOS,81.6,Diferencia material,True
2022-03-02,PROV_003,ITEM_0567,P005456,1.0,87.12,87.12,NAVE_001,BUQUE,REPUESTOS MECANICOS,87.12,Coincidencia exacta,True
2021-04-07,PROV_120,ITEM_3056,P005138,2.0,43.54,87.08,NAVE_008,BUQUE,REPUESTOS MECANICOS,87.08,Coincidencia exacta,True
2022-11-01,PROV_052,ITEM_3057,P006637,2.0,43.53,87.06,NAVE_011,BUQUE,REPUESTOS MECANICOS,87.06,Coincidencia exacta,True
2021-05-06,PROV_085,ITEM_2621,P001728,30.0,2.901787,87.05361,NAVE_002,BUQUE,FERRETERIA,87.05361,Coincidencia exacta,True
2021-04-01,PROV_189,ITEM_3058,P003906,3.0,29.0,87.0,NAVE_002,BUQUE,FERRETERIA,87.0,Coincidencia exacta,True
2021-07-13,PROV_352,ITEM_3059,P002985,6.0,14.5,87.0,NAVE_001,BUQUE,FERRETERIA,87.0,Coincidencia exacta,True
2023-12-04,PROV_198,ITEM_2507,P005535,1.0,87.0,87.0,NAVE_002,BUQUE,FERRETERIA,87.0,Coincidencia exacta,False
2023-12-06,PROV_198,ITEM_1404,P000778,8.0,10.875,87.0,NAVE_004,REMOLCADOR,FERRETERIA,87.0,Coincidencia exacta,True
2025-03-01,PROV_353,ITEM_0000,PS00006,1.0,,86.96,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-07-01,PROV_012,ITEM_2849,400078,4.0,,86.88,NAVE_010,REMOLCADOR,FILTROS,,No evaluable,True
2025-12-01,PROV_012,ITEM_2849,400078,6.0,,86.88,NAVE_010,REMOLCADOR,FILTROS,,No evaluable,True
2021-08-04,PROV_198,ITEM_0918,P000715,6.0,14.476,86.86,NAVE_011,BUQUE,FERRETERIA,86.85600000000001,Coincidencia exacta,True
2023-02-03,PROV_198,ITEM_2855,P000777,12.0,7.238,86.856,NAVE_002,BUQUE,FERRETERIA,86.85600000000001,Coincidencia exacta,True
2021-08-17,PROV_256,ITEM_3060,P000227,28.0,3.1,86.8,NAVE_002,BUQUE,FERRETERIA,86.8,Coincidencia exacta,True
2022-02-15,PROV_079,ITEM_0297,P002377,4.0,21.68,86.72,NAVE_010,REMOLCADOR,FILTROS,86.72,Coincidencia exacta,False
2022-05-06,PROV_044,ITEM_1711,P004427,10.0,8.67,86.7,NAVE_004,REMOLCADOR,FERRETERIA,86.7,Coincidencia exacta,True
2023-11-07,PROV_515,ITEM_0002,PS00009,1.0,86.65,86.65,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,86.65,Coincidencia exacta,True
2023-11-07,PROV_515,ITEM_0002,PS00009,1.0,86.65,86.65,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,86.65,Coincidencia exacta,True
2023-02-14,PROV_352,ITEM_1958,P002197,1.0,86.5,86.5,NAVE_008,BUQUE,FERRETERIA,86.5,Coincidencia exacta,True
2022-03-02,PROV_198,ITEM_2855,P000777,12.0,7.2,86.4,NAVE_002,BUQUE,FERRETERIA,86.4,Coincidencia exacta,True
2022-04-06,PROV_313,ITEM_2397,P005312,50.0,1.728,86.4,NAVE_001,BUQUE,FERRETERIA,86.4,Coincidencia exacta,True
2022-12-06,PROV_366,ITEM_1974,P005423,6.0,14.4,86.4,NAVE_002,BUQUE,FERRETERIA,86.4,Coincidencia exacta,False
2022-02-03,PROV_024,ITEM_2214,P005569,1.0,86.39,86.39,NAVE_013,REMOLCADOR,REPUESTOS MECANICOS,86.39,Coincidencia exacta,False
2022-02-21,PROV_024,ITEM_2214,P005569,1.0,86.39,86.39,NAVE_013,REMOLCADOR,REPUESTOS MECANICOS,86.39,Coincidencia exacta,False
2021-01-20,PROV_079,ITEM_0771,P002376,6.0,14.38,86.28,NAVE_010,REMOLCADOR,FILTROS,86.28,Coincidencia exacta,False
2021-07-01,PROV_079,ITEM_0771,P002376,6.0,14.38,86.28,NAVE_010,REMOLCADOR,FILTROS,86.28,Coincidencia exacta,False
2021-03-16,PROV_396,ITEM_1333,P000882,5.0,17.25,86.25,NAVE_008,BUQUE,FERRETERIA,86.25,Coincidencia exacta,True
2023-03-16,PROV_198,ITEM_3061,P000593,4.0,21.56,86.24,NAVE_007,BUQUE,FERRETERIA,86.24,Coincidencia exacta,True
2021-03-08,PROV_352,ITEM_3010,P000830,1.0,86.18,86.18,NAVE_011,BUQUE,FERRETERIA,86.18,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_3062,305240,1.0,,86.12,NAVE_004,REMOLCADOR,REPUESTOS MECANICOS,,No evaluable,True
2021-02-11,PROV_442,ITEM_3063,P001348,20.0,4.304,86.08,NAVE_011,BUQUE,REPUESTOS MECANICOS,86.08000000000001,Coincidencia exacta,False
2023-07-04,PROV_313,ITEM_3064,P007963,1.0,86.022786,86.02,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,86.022786,Coincidencia exacta,True
2022-06-01,PROV_330,ITEM_2863,P006857,60.0,1.43327,86.0,NAVE_011,BUQUE,FERRETERIA,85.9962,Coincidencia exacta,True
2023-02-06,PROV_258,ITEM_3065,P000404,1.0,86.0,86.0,NAVE_011,BUQUE,FERRETERIA,86.0,Coincidencia exacta,True
2023-08-09,PROV_122,ITEM_3018,P000256,2.0,43.0,86.0,NAVE_007,BUQUE,FERRETERIA,86.0,Coincidencia exacta,True
2022-11-15,PROV_436,ITEM_1950,P005831,2.0,42.99,85.98,NAVE_007,BUQUE,FERRETERIA,85.98,Coincidencia exacta,False
2022-01-20,PROV_352,ITEM_1919,P000875,12.0,7.16,85.92,NAVE_002,BUQUE,QUIMICOS,85.92,Coincidencia exacta,True
2023-09-13,PROV_444,ITEM_3029,P001069,5.0,17.17,85.85,NAVE_002,BUQUE,QUIMICOS,85.85000000000001,Coincidencia exacta,True
2023-09-14,PROV_068,ITEM_3066,P006405,1.0,85.7805,85.7805,NAVE_008,BUQUE,REPUESTOS MECANICOS,85.7805,Coincidencia exacta,False
2023-05-19,PROV_085,ITEM_1343,P000264,8.0,10.7125,85.7,NAVE_011,BUQUE,FERRETERIA,85.7,Coincidencia exacta,True
2024-04-15,PROV_236,ITEM_3067,304248,40.0,,85.68,NAVE_005,REMOLCADORES,REPUESTOS MECANICOS,,No evaluable,True
2024-04-15,PROV_236,ITEM_3068,304249,40.0,,85.68,NAVE_005,REMOLCADORES,REPUESTOS MECANICOS,,No evaluable,True
2023-07-03,PROV_408,ITEM_1333,P000882,7.0,12.236,85.652,NAVE_008,BUQUE,FERRETERIA,85.652,Coincidencia exacta,True
2023-05-19,PROV_085,ITEM_2804,P000503,8.0,10.70625,85.65,NAVE_008,BUQUE,FERRETERIA,85.65,Coincidencia exacta,True
2022-06-14,PROV_154,ITEM_2218,P000528,1.0,85.6,85.6,NAVE_004,REMOLCADOR,FERRETERIA,85.6,Coincidencia exacta,True
2023-07-31,PROV_010,ITEM_3034,P003836,4.0,20.0,85.6,NAVE_001,BUQUE,REPUESTOS MECANICOS,80.0,Diferencia material,False
2021-11-10,PROV_516,ITEM_0049,PS00013,1.0,85.51,85.51,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,85.51,Coincidencia exacta,True
2021-01-22,PROV_396,ITEM_2575,P000244,9.0,9.5,85.5,NAVE_006,REMOLCADOR,FERRETERIA,85.5,Coincidencia exacta,True
2021-01-22,PROV_396,ITEM_2575,P000244,9.0,9.5,85.5,NAVE_009,REMOLCADOR,FERRETERIA,85.5,Coincidencia exacta,True
2021-01-22,PROV_396,ITEM_2575,P000244,9.0,9.5,85.5,NAVE_005,REMOLCADOR,FERRETERIA,85.5,Coincidencia exacta,True
2021-05-07,PROV_154,ITEM_0477,P005188,1.0,85.5,85.5,NAVE_002,BUQUE,FERRETERIA,85.5,Coincidencia exacta,False
2021-06-11,PROV_350,ITEM_2046,P003856,38.0,2.25,85.5,NAVE_002,BUQUE,FERRETERIA,85.5,Coincidencia exacta,False
2021-07-10,PROV_139,ITEM_2499,P006080,4.0,21.375,85.5,NAVE_010,REMOLCADOR,FERRETERIA,85.5,Coincidencia exacta,False
2022-04-20,PROV_258,ITEM_3069,P003034,6.0,14.25,85.5,NAVE_007,BUQUE,FERRETERIA,85.5,Coincidencia exacta,True
2022-07-04,PROV_350,ITEM_2749,P001182,38.0,2.25,85.5,NAVE_009,REMOLCADOR,FERRETERIA,85.5,Coincidencia exacta,True
2023-07-13,PROV_258,ITEM_3070,P006268,90.0,0.95,85.5,NAVE_001,BUQUE,FERRETERIA,85.5,Coincidencia exacta,False
2024-04-24,PROV_134,ITEM_2071,303993,12.0,,85.5,NAVE_011,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2023-03-02,PROV_198,ITEM_3010,P000830,1.0,85.47,85.47,NAVE_010,REMOLCADOR,FERRETERIA,85.47,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_3071,302843,4.0,,85.4,NAVE_007,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2021-09-14,PROV_085,ITEM_2804,P000503,6.0,14.231667,85.390002,NAVE_008,BUQUE,FERRETERIA,85.390002,Coincidencia exacta,True
2025-09-01,PROV_496,ITEM_0000,PS00006,1.0,,85.39,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-03-15,PROV_295,ITEM_1828,P006448,12.0,7.115,85.38,NAVE_004,REMOLCADOR,FILTROS,85.38,Coincidencia exacta,False
2023-02-17,PROV_387,ITEM_1404,P000778,6.0,14.216667,85.3,NAVE_007,BUQUE,FERRETERIA,85.30000199999999,Coincidencia exacta,True
2021-03-05,PROV_263,ITEM_2933,P004533,12.0,7.1,85.2,NAVE_004,REMOLCADOR,FILTROS,85.19999999999999,Coincidencia exacta,True
2022-02-11,PROV_295,ITEM_2933,P004533,12.0,7.1,85.2,NAVE_004,REMOLCADOR,FILTROS,85.19999999999999,Coincidencia exacta,True
2025-07-01,PROV_273,ITEM_2093,301080,5.0,,85.18,NAVE_008,BUQUE,FERRETERIA,,No evaluable,True
2022-02-02,PROV_193,ITEM_0771,P002376,2.0,42.57,85.14,NAVE_001,BUQUE,ACEITE,85.14,Coincidencia exacta,False
2022-02-03,PROV_177,ITEM_1270,P000091,3.0,28.36,85.08,NAVE_007,BUQUE,QUIMICOS,85.08,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_1270,P000091,3.0,28.36,85.08,NAVE_001,BUQUE,QUIMICOS,85.08,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_1270,P000091,3.0,28.36,85.08,NAVE_008,BUQUE,QUIMICOS,85.08,Coincidencia exacta,True
2022-02-03,PROV_177,ITEM_1270,P000091,3.0,28.36,85.08,NAVE_011,BUQUE,QUIMICOS,85.08,Coincidencia exacta,True
2022-02-09,PROV_177,ITEM_1270,P000091,3.0,28.36,85.08,NAVE_002,BUQUE,QUIMICOS,85.08,Coincidencia exacta,True
2023-08-21,PROV_328,ITEM_3072,P008162,3.0,28.35,85.05,NAVE_009,REMOLCADOR,FERRETERIA,85.05000000000001,Coincidencia exacta,True
2021-10-06,PROV_375,ITEM_3073,P006265,1.0,85.0,85.0,NAVE_006,REMOLCADOR,FERRETERIA,85.0,Coincidencia exacta,True
2021-11-22,PROV_313,ITEM_1398,P006330,1.0,85.0,85.0,NAVE_009,REMOLCADOR,FERRETERIA,85.0,Coincidencia exacta,True
2022-02-16,PROV_258,ITEM_2119,P000011,10.0,8.5,85.0,NAVE_001,BUQUE,FERRETERIA,85.0,Coincidencia exacta,True
2022-02-22,PROV_396,ITEM_1047,P000633,1.0,85.0,85.0,NAVE_002,BUQUE,FERRETERIA,85.0,Coincidencia exacta,True
2022-04-14,PROV_188,ITEM_0262,P006485,1.0,85.0,85.0,NAVE_004,REMOLCADOR,REPUESTOS MECANICOS,85.0,Coincidencia exacta,False
2023-02-09,PROV_394,ITEM_0000,PS00006,1.0,85.0,85.0,NAVE_013,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,85.0,Coincidencia exacta,True
2023-02-09,PROV_394,ITEM_0000,PS00006,1.0,85.0,85.0,NAVE_013,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,85.0,Coincidencia exacta,True
2023-02-10,PROV_258,ITEM_1438,P001178,50.0,1.7,85.0,NAVE_001,BUQUE,FERRETERIA,85.0,Coincidencia exacta,True
2023-06-13,PROV_394,ITEM_0000,PS00006,1.0,85.0,85.0,NAVE_014,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,85.0,Coincidencia exacta,True
2023-08-01,PROV_396,ITEM_1732,P001798,1.0,85.0,85.0,NAVE_007,BUQUE,FERRETERIA,85.0,Coincidencia exacta,True
2024-06-21,PROV_270,ITEM_3074,900174,4.0,,85.0,NAVE_001,BUQUE,REPUESTOS ELECTRICOS,,No evaluable,True
2021-03-10,PROV_044,ITEM_0937,P000801,2.0,42.41,84.82,NAVE_001,BUQUE,FERRETERIA,84.82,Coincidencia exacta,True
2023-11-10,PROV_394,ITEM_0000,PS00006,1.0,84.82,84.82,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,84.82,Coincidencia exacta,True
2021-08-02,PROV_376,ITEM_3075,P002819,11.0,7.71,84.81,NAVE_008,BUQUE,REPUESTOS MECANICOS,84.81,Coincidencia exacta,True
2021-01-19,PROV_364,ITEM_3010,P000830,1.0,84.805,84.805,NAVE_001,BUQUE,FERRETERIA,84.805,Coincidencia exacta,True
2021-02-03,PROV_198,ITEM_1847,P002964,1.0,84.7,84.7,NAVE_001,BUQUE,FERRETERIA,84.7,Coincidencia exacta,True
2021-08-10,PROV_366,ITEM_1672,P000316,50.0,1.694,84.7,NAVE_011,BUQUE,FERRETERIA,84.7,Coincidencia exacta,True
2021-08-16,PROV_366,ITEM_1672,P000316,50.0,1.694,84.7,NAVE_008,BUQUE,FERRETERIA,84.7,Coincidencia exacta,True
2021-04-21,PROV_165,ITEM_0124,PS00001,1.0,84.6,84.6,NAVE_006,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,84.6,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_3076,305766,1.0,,84.59,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
